State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,mango,18957,92583
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,orange,975,17315
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,papaya,11,1435
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,cotton,8969,26696
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,maize,2116,3631
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,rice,234673,762453
Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,maize,6392,35795
Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,rice,165321,869092
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,banana,9547,67488
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,coconut ,48854,683171460
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,mango,19181,47363
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,orange,1015,15401
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,papaya,31,2815
Andhra Pradesh,EAST GODAVARI,2004,Kharif     ,cotton,16022,45616
Andhra Pradesh,EAST GODAVARI,2004,Kharif     ,maize,1881,5556
Andhra Pradesh,EAST GODAVARI,2004,Kharif     ,rice,224521,743614
Andhra Pradesh,EAST GODAVARI,2004,Rabi       ,maize,6094,41080
Andhra Pradesh,EAST GODAVARI,2004,Rabi       ,rice,162903,766296
Andhra Pradesh,EAST GODAVARI,2004,Whole Year ,banana,10324,96684
Andhra Pradesh,EAST GODAVARI,2004,Whole Year ,coconut ,49381,674125653
Andhra Pradesh,EAST GODAVARI,2005,Kharif     ,cotton,13939,10167
Andhra Pradesh,EAST GODAVARI,2005,Kharif     ,maize,1763,6308
Andhra Pradesh,EAST GODAVARI,2005,Kharif     ,rice,217411,348727
Andhra Pradesh,EAST GODAVARI,2005,Rabi       ,maize,7838,59349
Andhra Pradesh,EAST GODAVARI,2005,Rabi       ,rice,170012,800927
Andhra Pradesh,EAST GODAVARI,2005,Whole Year ,banana,15432,215971
Andhra Pradesh,EAST GODAVARI,2005,Whole Year ,coconut ,49692,369060890
Andhra Pradesh,EAST GODAVARI,2006,Kharif     ,cotton,9034,19397
Andhra Pradesh,EAST GODAVARI,2006,Kharif     ,maize,1735,4757
Andhra Pradesh,EAST GODAVARI,2006,Kharif     ,rice,227930,547716
Andhra Pradesh,EAST GODAVARI,2006,Rabi       ,maize,6191,61867
Andhra Pradesh,EAST GODAVARI,2006,Rabi       ,rice,168963,845829
Andhra Pradesh,EAST GODAVARI,2006,Whole Year ,banana,16772,295690
Andhra Pradesh,EAST GODAVARI,2006,Whole Year ,coconut ,49592,613037376
Andhra Pradesh,EAST GODAVARI,2007,Kharif     ,cotton,8000,18000
Andhra Pradesh,EAST GODAVARI,2007,Kharif     ,maize,2000,6000
Andhra Pradesh,EAST GODAVARI,2007,Kharif     ,rice,242000,715000
Andhra Pradesh,EAST GODAVARI,2007,Rabi       ,maize,6000,49000
Andhra Pradesh,EAST GODAVARI,2007,Rabi       ,rice,169000,803000
Andhra Pradesh,EAST GODAVARI,2008,Kharif     ,cotton,7432,14165
Andhra Pradesh,EAST GODAVARI,2008,Kharif     ,maize,1602,5154
Andhra Pradesh,EAST GODAVARI,2008,Kharif     ,rice,240231,716609
Andhra Pradesh,EAST GODAVARI,2008,Rabi       ,maize,6581,49107
Andhra Pradesh,EAST GODAVARI,2008,Rabi       ,rice,169861,796648
Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,banana,15363,291774
Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,coconut ,50214,492936570
Andhra Pradesh,EAST GODAVARI,2009,Kharif     ,cotton,6845,19649
Andhra Pradesh,EAST GODAVARI,2009,Kharif     ,maize,983,3547
Andhra Pradesh,EAST GODAVARI,2009,Kharif     ,rice,202153,616567
Andhra Pradesh,EAST GODAVARI,2009,Rabi       ,maize,8005,59821
Andhra Pradesh,EAST GODAVARI,2009,Rabi       ,rice,104423,456537
Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,banana,16159,354092
Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,coconut ,50247,527381820
Andhra Pradesh,EAST GODAVARI,2010,Kharif     ,cotton,12112,21517
Andhra Pradesh,EAST GODAVARI,2010,Kharif     ,maize,469,1399
Andhra Pradesh,EAST GODAVARI,2010,Kharif     ,rice,237640,457704
Andhra Pradesh,EAST GODAVARI,2010,Rabi       ,maize,7463,54704
Andhra Pradesh,EAST GODAVARI,2010,Rabi       ,rice,172888,849917
Andhra Pradesh,EAST GODAVARI,2010,Whole Year ,banana,14357,392291
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,cotton,13150,19880
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,maize,468,1727
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,rice,197445,589741
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,maize,8067,54017
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,rice,139649,587084
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,banana,13620,302514
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,coconut ,50741,719961050
Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,cotton,16845,32501
Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,maize,495,1938
Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,mango,15851,157496
Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,papaya,231,25164
Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,rice,232300,355651
Andhra Pradesh,EAST GODAVARI,2012,Rabi       ,maize,9485,71659
Andhra Pradesh,EAST GODAVARI,2012,Rabi       ,rice,168756,746239
Andhra Pradesh,EAST GODAVARI,2012,Whole Year ,coconut ,49516,729965000
Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,cotton,21781,24728
Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,maize,513,1626
Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,mango,15017,162814
Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,papaya,271,26530
Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,rice,235159,434104
Andhra Pradesh,EAST GODAVARI,2013,Rabi       ,maize,10684,92096
Andhra Pradesh,EAST GODAVARI,2013,Rabi       ,rice,169523,777602
Andhra Pradesh,EAST GODAVARI,2013,Whole Year ,banana,12427,153871
Andhra Pradesh,EAST GODAVARI,2013,Whole Year ,coconut ,49114,720895000
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,cotton,22433,47597
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,maize,755,2500
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,mango,15820,191027
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,papaya,305,24011
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,rice,226072,681833
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,maize,12156,98257
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,rice,168045,881396
Andhra Pradesh,EAST GODAVARI,2014,Whole Year ,coconut ,46865,780162000
Andhra Pradesh,EAST GODAVARI,2014,Whole Year ,rice,394117,1563229
Andhra Pradesh,GUNTUR,1997,Kharif     ,cotton,162300,432500
Andhra Pradesh,GUNTUR,1997,Kharif     ,maize,1700,3100
Andhra Pradesh,GUNTUR,1997,Kharif     ,rice,295000,845300
Andhra Pradesh,GUNTUR,1997,Rabi       ,maize,5000,19000
Andhra Pradesh,GUNTUR,1997,Rabi       ,rice,14500,51800
Andhra Pradesh,GUNTUR,1998,Kharif     ,cotton,193600,120700
Andhra Pradesh,GUNTUR,1998,Kharif     ,maize,2300,4700
Andhra Pradesh,GUNTUR,1998,Kharif     ,rice,298400,921400
Andhra Pradesh,GUNTUR,1998,Rabi       ,maize,2800,14100
Andhra Pradesh,GUNTUR,1998,Rabi       ,rice,29100,99900
Andhra Pradesh,GUNTUR,1999,Kharif     ,cotton,139425,252605
Andhra Pradesh,GUNTUR,1999,Kharif     ,maize,3853,10946
Andhra Pradesh,GUNTUR,1999,Kharif     ,rice,302886,969414
Andhra Pradesh,GUNTUR,1999,Rabi       ,maize,3755,18178
Andhra Pradesh,GUNTUR,1999,Rabi       ,rice,14822,53167
Andhra Pradesh,GUNTUR,2000,Kharif     ,cotton,125251,252712
Andhra Pradesh,GUNTUR,2000,Kharif     ,maize,5281,13752
Andhra Pradesh,GUNTUR,2000,Kharif     ,rice,292899,987363
Andhra Pradesh,GUNTUR,2000,Rabi       ,maize,4516,24314
Andhra Pradesh,GUNTUR,2000,Rabi       ,rice,12692,49600
Andhra Pradesh,GUNTUR,2000,Whole Year ,banana,7612,141059
Andhra Pradesh,GUNTUR,2000,Whole Year ,coconut ,519,5555550
Andhra Pradesh,GUNTUR,2001,Kharif     ,cotton,126285,378112
Andhra Pradesh,GUNTUR,2001,Kharif     ,maize,2549,6814
Andhra Pradesh,GUNTUR,2001,Kharif     ,rice,272468,935110
Andhra Pradesh,GUNTUR,2001,Rabi       ,maize,4369,28281
Andhra Pradesh,GUNTUR,2001,Rabi       ,rice,44917,181060
Andhra Pradesh,GUNTUR,2001,Whole Year ,banana,7967,204939
Andhra Pradesh,GUNTUR,2001,Whole Year ,coconut ,491,5426352
Andhra Pradesh,GUNTUR,2002,Kharif     ,cotton,98628,186813
Andhra Pradesh,GUNTUR,2002,Kharif     ,maize,2327,2255
Andhra Pradesh,GUNTUR,2002,Kharif     ,rice,202953,646811
Andhra Pradesh,GUNTUR,2002,Rabi       ,maize,6450,44699
Andhra Pradesh,GUNTUR,2002,Rabi       ,rice,2716,7385
Andhra Pradesh,GUNTUR,2002,Whole Year ,banana,6720,151697
Andhra Pradesh,GUNTUR,2002,Whole Year ,coconut ,399,4488408
Andhra Pradesh,GUNTUR,2002,Whole Year ,mango,984,10186
Andhra Pradesh,GUNTUR,2002,Whole Year ,orange,288,5124
Andhra Pradesh,GUNTUR,2002,Whole Year ,papaya,87,11349
Andhra Pradesh,GUNTUR,2003,Kharif     ,cotton,138925,485420
Andhra Pradesh,GUNTUR,2003,Kharif     ,maize,3891,6677
Andhra Pradesh,GUNTUR,2003,Kharif     ,rice,170487,482990
Andhra Pradesh,GUNTUR,2003,Rabi       ,maize,22949,128514
Andhra Pradesh,GUNTUR,2003,Rabi       ,rice,5772,16837
Andhra Pradesh,GUNTUR,2003,Whole Year ,banana,5681,42238
Andhra Pradesh,GUNTUR,2003,Whole Year ,coconut ,380,4497480
Andhra Pradesh,GUNTUR,2003,Whole Year ,mango,913,2552
Andhra Pradesh,GUNTUR,2003,Whole Year ,orange,959,14549
Andhra Pradesh,GUNTUR,2003,Whole Year ,papaya,88,7991
Andhra Pradesh,GUNTUR,2004,Kharif     ,cotton,177868,593242
Andhra Pradesh,GUNTUR,2004,Kharif     ,maize,2749,8121
Andhra Pradesh,GUNTUR,2004,Kharif     ,rice,240404,833961
Andhra Pradesh,GUNTUR,2004,Rabi       ,maize,32788,279714
Andhra Pradesh,GUNTUR,2004,Rabi       ,rice,21247,70922
Andhra Pradesh,GUNTUR,2004,Whole Year ,banana,6340,180798
Andhra Pradesh,GUNTUR,2004,Whole Year ,coconut ,215,2528312
Andhra Pradesh,GUNTUR,2005,Kharif     ,cotton,152978,462533
Andhra Pradesh,GUNTUR,2005,Kharif     ,maize,1617,5786
Andhra Pradesh,GUNTUR,2005,Kharif     ,rice,288879,892636
Andhra Pradesh,GUNTUR,2005,Rabi       ,maize,22565,237023
Andhra Pradesh,GUNTUR,2005,Rabi       ,rice,31434,111559
Andhra Pradesh,GUNTUR,2005,Whole Year ,banana,6263,164925
Andhra Pradesh,GUNTUR,2005,Whole Year ,coconut ,222,1941072
Andhra Pradesh,GUNTUR,2006,Kharif     ,cotton,132550,468603
Andhra Pradesh,GUNTUR,2006,Kharif     ,maize,1132,3104
Andhra Pradesh,GUNTUR,2006,Kharif     ,rice,288638,783941
Andhra Pradesh,GUNTUR,2006,Rabi       ,maize,34010,280276
Andhra Pradesh,GUNTUR,2006,Rabi       ,rice,28933,100947
Andhra Pradesh,GUNTUR,2006,Whole Year ,banana,5653,173479
Andhra Pradesh,GUNTUR,2006,Whole Year ,coconut ,213,2747097
Andhra Pradesh,GUNTUR,2007,Kharif     ,cotton,150000,689000
Andhra Pradesh,GUNTUR,2007,Kharif     ,maize,1000,3000
Andhra Pradesh,GUNTUR,2007,Kharif     ,rice,283000,976000
Andhra Pradesh,GUNTUR,2007,Rabi       ,maize,58000,517000
Andhra Pradesh,GUNTUR,2007,Rabi       ,rice,24000,85000
Andhra Pradesh,GUNTUR,2008,Kharif     ,cotton,166289,643636
Andhra Pradesh,GUNTUR,2008,Kharif     ,maize,784,2522
Andhra Pradesh,GUNTUR,2008,Kharif     ,rice,281491,959321
Andhra Pradesh,GUNTUR,2008,Rabi       ,maize,95547,950884
Andhra Pradesh,GUNTUR,2008,Rabi       ,rice,51358,187662
Andhra Pradesh,GUNTUR,2008,Whole Year ,banana,5519,174969
Andhra Pradesh,GUNTUR,2008,Whole Year ,coconut ,157,1435126
Andhra Pradesh,GUNTUR,2009,Kharif     ,cotton,151490,524868
Andhra Pradesh,GUNTUR,2009,Kharif     ,maize,530,1912
Andhra Pradesh,GUNTUR,2009,Kharif     ,rice,190526,683226
Andhra Pradesh,GUNTUR,2009,Rabi       ,maize,68798,529745
Andhra Pradesh,GUNTUR,2009,Rabi       ,rice,112342,383423
Andhra Pradesh,GUNTUR,2009,Whole Year ,banana,5177,122452
Andhra Pradesh,GUNTUR,2009,Whole Year ,coconut ,136,1539810
Andhra Pradesh,GUNTUR,2010,Kharif     ,cotton,170158,402203
Andhra Pradesh,GUNTUR,2010,Kharif     ,maize,269,802
Andhra Pradesh,GUNTUR,2010,Kharif     ,rice,271072,649760
Andhra Pradesh,GUNTUR,2010,Rabi       ,maize,80083,904377
Andhra Pradesh,GUNTUR,2010,Rabi       ,rice,58393,201806
Andhra Pradesh,GUNTUR,2010,Whole Year ,banana,5045,151597
Andhra Pradesh,GUNTUR,2011,Kharif     ,cotton,162714,346485
Andhra Pradesh,GUNTUR,2011,Kharif     ,maize,792,2922
Andhra Pradesh,GUNTUR,2011,Kharif     ,rice,281790,1080921
Andhra Pradesh,GUNTUR,2011,Rabi       ,maize,70965,627331
Andhra Pradesh,GUNTUR,2011,Rabi       ,rice,11012,39060
Andhra Pradesh,GUNTUR,2011,Whole Year ,banana,5595,216308
Andhra Pradesh,GUNTUR,2011,Whole Year ,coconut ,125,1757728
Andhra Pradesh,GUNTUR,2012,Kharif     ,cotton,187397,708802
Andhra Pradesh,GUNTUR,2012,Kharif     ,maize,1103,4319
Andhra Pradesh,GUNTUR,2012,Kharif     ,mango,703,5422
Andhra Pradesh,GUNTUR,2012,Kharif     ,papaya,322,35076
Andhra Pradesh,GUNTUR,2012,Kharif     ,rice,174699,607778
Andhra Pradesh,GUNTUR,2012,Rabi       ,maize,82043,662579
Andhra Pradesh,GUNTUR,2012,Rabi       ,rice,8362,29903
Andhra Pradesh,GUNTUR,2012,Whole Year ,coconut ,118,2016000
Andhra Pradesh,GUNTUR,2013,Kharif     ,cotton,193207,752371
Andhra Pradesh,GUNTUR,2013,Kharif     ,maize,1530,4850
Andhra Pradesh,GUNTUR,2013,Kharif     ,mango,710,5304
Andhra Pradesh,GUNTUR,2013,Kharif     ,papaya,300,29369
Andhra Pradesh,GUNTUR,2013,Kharif     ,rice,280060,912716
Andhra Pradesh,GUNTUR,2013,Rabi       ,maize,85535,643394
Andhra Pradesh,GUNTUR,2013,Rabi       ,rice,48107,183288
Andhra Pradesh,GUNTUR,2013,Whole Year ,banana,5574,211734
Andhra Pradesh,GUNTUR,2013,Whole Year ,coconut ,111,1840000
Andhra Pradesh,GUNTUR,2014,Kharif     ,cotton,206374,1075856
Andhra Pradesh,GUNTUR,2014,Kharif     ,maize,367,1215
Andhra Pradesh,GUNTUR,2014,Kharif     ,mango,789,6592
Andhra Pradesh,GUNTUR,2014,Kharif     ,papaya,176,13856
Andhra Pradesh,GUNTUR,2014,Kharif     ,rice,255607,1000190
Andhra Pradesh,GUNTUR,2014,Rabi       ,cotton,22,115
Andhra Pradesh,GUNTUR,2014,Rabi       ,maize,63701,611020
Andhra Pradesh,GUNTUR,2014,Rabi       ,rice,29695,111742
Andhra Pradesh,GUNTUR,2014,Whole Year ,coconut ,112,2428000
Andhra Pradesh,GUNTUR,2014,Whole Year ,rice,285302,1111932
Andhra Pradesh,KADAPA,1997,Kharif     ,cotton,13400,17400
Andhra Pradesh,KADAPA,1997,Kharif     ,maize,200,100
Andhra Pradesh,KADAPA,1997,Kharif     ,rice,47700,77500
Andhra Pradesh,KADAPA,1997,Rabi       ,rice,13000,27700
Andhra Pradesh,KADAPA,1998,Kharif     ,cotton,24800,22900
Andhra Pradesh,KADAPA,1998,Kharif     ,maize,100,100
Andhra Pradesh,KADAPA,1998,Kharif     ,rice,59200,169800
Andhra Pradesh,KADAPA,1998,Rabi       ,rice,17000,41600
Andhra Pradesh,KADAPA,1999,Kharif     ,cotton,25038,27836
Andhra Pradesh,KADAPA,1999,Kharif     ,maize,104,295
Andhra Pradesh,KADAPA,1999,Kharif     ,rice,54783,134484
Andhra Pradesh,KADAPA,1999,Rabi       ,maize,11,53
Andhra Pradesh,KADAPA,1999,Rabi       ,rice,6828,12921
Andhra Pradesh,KADAPA,2000,Kharif     ,cotton,30687,41157
Andhra Pradesh,KADAPA,2000,Kharif     ,maize,104,271
Andhra Pradesh,KADAPA,2000,Kharif     ,rice,60412,170120
Andhra Pradesh,KADAPA,2000,Rabi       ,maize,51,275
Andhra Pradesh,KADAPA,2000,Rabi       ,rice,7426,6134
Andhra Pradesh,KADAPA,2000,Whole Year ,banana,3620,161828
Andhra Pradesh,KADAPA,2000,Whole Year ,coconut ,146,625240
Andhra Pradesh,KADAPA,2001,Kharif     ,cotton,21579,23356
Andhra Pradesh,KADAPA,2001,Kharif     ,maize,53,142
Andhra Pradesh,KADAPA,2001,Kharif     ,rice,38218,96883
Andhra Pradesh,KADAPA,2001,Rabi       ,maize,31,201
Andhra Pradesh,KADAPA,2001,Rabi       ,rice,37550,98231
Andhra Pradesh,KADAPA,2001,Whole Year ,banana,4074,132748
Andhra Pradesh,KADAPA,2001,Whole Year ,coconut ,148,530400
Andhra Pradesh,KADAPA,2002,Kharif     ,cotton,11500,12921
Andhra Pradesh,KADAPA,2002,Kharif     ,maize,136,132
Andhra Pradesh,KADAPA,2002,Kharif     ,rice,27457,56424
Andhra Pradesh,KADAPA,2002,Rabi       ,maize,25,173
Andhra Pradesh,KADAPA,2002,Rabi       ,rice,9203,16446
Andhra Pradesh,KADAPA,2002,Whole Year ,banana,4574,299574
Andhra Pradesh,KADAPA,2002,Whole Year ,coconut ,155,658350
Andhra Pradesh,KADAPA,2002,Whole Year ,mango,17743,88929
Andhra Pradesh,KADAPA,2002,Whole Year ,orange,3178,25978
Andhra Pradesh,KADAPA,2002,Whole Year ,papaya,3132,408557
Andhra Pradesh,KADAPA,2003,Kharif     ,cotton,15784,12999
Andhra Pradesh,KADAPA,2003,Kharif     ,maize,68,117
Andhra Pradesh,KADAPA,2003,Kharif     ,rice,23356,60025
Andhra Pradesh,KADAPA,2003,Rabi       ,maize,4,22
Andhra Pradesh,KADAPA,2003,Rabi       ,rice,10767,24032
Andhra Pradesh,KADAPA,2003,Whole Year ,banana,3771,158827
Andhra Pradesh,KADAPA,2003,Whole Year ,coconut ,104,406980
Andhra Pradesh,KADAPA,2003,Whole Year ,mango,17864,359248
Andhra Pradesh,KADAPA,2003,Whole Year ,orange,3378,56464
Andhra Pradesh,KADAPA,2003,Whole Year ,papaya,2272,281598
Andhra Pradesh,KADAPA,2004,Kharif     ,cotton,27717,15815
Andhra Pradesh,KADAPA,2004,Kharif     ,maize,125,359
Andhra Pradesh,KADAPA,2004,Kharif     ,rice,46932,149619
Andhra Pradesh,KADAPA,2004,Rabi       ,rice,5689,11424
Andhra Pradesh,KADAPA,2004,Whole Year ,banana,3396,197474
Andhra Pradesh,KADAPA,2004,Whole Year ,coconut ,95,725372
Andhra Pradesh,KADAPA,2005,Kharif     ,cotton,14578,11834
Andhra Pradesh,KADAPA,2005,Kharif     ,maize,156,804
Andhra Pradesh,KADAPA,2005,Kharif     ,rice,45556,85828
Andhra Pradesh,KADAPA,2005,Rabi       ,maize,1,7
Andhra Pradesh,KADAPA,2005,Rabi       ,rice,21197,55791
Andhra Pradesh,KADAPA,2005,Whole Year ,banana,2978,196691
Andhra Pradesh,KADAPA,2005,Whole Year ,coconut ,96,384384
Andhra Pradesh,KADAPA,2006,Kharif     ,cotton,7940,5651
Andhra Pradesh,KADAPA,2006,Kharif     ,maize,123,439
Andhra Pradesh,KADAPA,2006,Kharif     ,rice,41908,114493
Andhra Pradesh,KADAPA,2006,Rabi       ,maize,35,265
Andhra Pradesh,KADAPA,2006,Rabi       ,rice,4997,10963
Andhra Pradesh,KADAPA,2006,Whole Year ,banana,4440,275653
Andhra Pradesh,KADAPA,2006,Whole Year ,coconut ,92,744660
Andhra Pradesh,KADAPA,2007,Kharif     ,cotton,9000,14000
Andhra Pradesh,KADAPA,2007,Kharif     ,rice,45000,139000
Andhra Pradesh,KADAPA,2007,Rabi       ,rice,17000,45000
Andhra Pradesh,KADAPA,2008,Kharif     ,cotton,11467,11669
Andhra Pradesh,KADAPA,2008,Kharif     ,maize,623,2909
Andhra Pradesh,KADAPA,2008,Kharif     ,rice,50183,87168
Andhra Pradesh,KADAPA,2008,Rabi       ,maize,1398,12344
Andhra Pradesh,KADAPA,2008,Rabi       ,rice,14883,41271
Andhra Pradesh,KADAPA,2008,Whole Year ,banana,4058,221705
Andhra Pradesh,KADAPA,2008,Whole Year ,coconut ,126,1143384
Andhra Pradesh,KADAPA,2009,Kharif     ,cotton,12614,17882
Andhra Pradesh,KADAPA,2009,Kharif     ,maize,559,2072
Andhra Pradesh,KADAPA,2009,Kharif     ,rice,52423,153757
Andhra Pradesh,KADAPA,2009,Rabi       ,maize,840,6140
Andhra Pradesh,KADAPA,2009,Rabi       ,rice,12894,34169
Andhra Pradesh,KADAPA,2009,Whole Year ,banana,5985,381424
Andhra Pradesh,KADAPA,2009,Whole Year ,coconut ,127,745965
Andhra Pradesh,KADAPA,2010,Kharif     ,cotton,17011,40822
Andhra Pradesh,KADAPA,2010,Kharif     ,maize,426,2182
Andhra Pradesh,KADAPA,2010,Kharif     ,rice,53345,80657
Andhra Pradesh,KADAPA,2010,Rabi       ,maize,987,8998
Andhra Pradesh,KADAPA,2010,Rabi       ,rice,17037,48896
Andhra Pradesh,KADAPA,2010,Whole Year ,banana,8706,488607
Andhra Pradesh,KADAPA,2011,Kharif     ,cotton,30845,48314
Andhra Pradesh,KADAPA,2011,Kharif     ,maize,574,1903
Andhra Pradesh,KADAPA,2011,Kharif     ,rice,47290,141161
Andhra Pradesh,KADAPA,2011,Rabi       ,maize,1014,7868
Andhra Pradesh,KADAPA,2011,Rabi       ,rice,6606,17499
Andhra Pradesh,KADAPA,2011,Whole Year ,banana,7900,518880
Andhra Pradesh,KADAPA,2011,Whole Year ,coconut ,132,1056480
Andhra Pradesh,KADAPA,2012,Kharif     ,cotton,28546,58771
Andhra Pradesh,KADAPA,2012,Kharif     ,grapess,1,18
Andhra Pradesh,KADAPA,2012,Kharif     ,maize,497,2017
Andhra Pradesh,KADAPA,2012,Kharif     ,mango,20328,205333
Andhra Pradesh,KADAPA,2012,Kharif     ,papaya,1674,181328
Andhra Pradesh,KADAPA,2012,Kharif     ,rice,24147,61551
Andhra Pradesh,KADAPA,2012,Rabi       ,cotton,330,679
Andhra Pradesh,KADAPA,2012,Rabi       ,maize,2201,15596
Andhra Pradesh,KADAPA,2012,Rabi       ,papaya,829,89897
Andhra Pradesh,KADAPA,2012,Rabi       ,rice,6601,19249
Andhra Pradesh,KADAPA,2012,Whole Year ,coconut ,114,983000
Andhra Pradesh,KADAPA,2013,Kharif     ,cotton,34119,50175
Andhra Pradesh,KADAPA,2013,Kharif     ,grapess,1,18
Andhra Pradesh,KADAPA,2013,Kharif     ,maize,1125,4537
Andhra Pradesh,KADAPA,2013,Kharif     ,mango,20675,159714
Andhra Pradesh,KADAPA,2013,Kharif     ,papaya,1876,131607
Andhra Pradesh,KADAPA,2013,Kharif     ,rice,51753,148842
Andhra Pradesh,KADAPA,2013,Rabi       ,cotton,1803,2651
Andhra Pradesh,KADAPA,2013,Rabi       ,maize,4364,32529
Andhra Pradesh,KADAPA,2013,Rabi       ,rice,10959,29447
Andhra Pradesh,KADAPA,2013,Whole Year ,banana,8438,497926
Andhra Pradesh,KADAPA,2013,Whole Year ,coconut ,90,647000
Andhra Pradesh,KADAPA,2014,Kharif     ,cotton,34346,57550
Andhra Pradesh,KADAPA,2014,Kharif     ,grapess,1,23
Andhra Pradesh,KADAPA,2014,Kharif     ,maize,408,1336
Andhra Pradesh,KADAPA,2014,Kharif     ,mango,21244,77817
Andhra Pradesh,KADAPA,2014,Kharif     ,papaya,789,84511
Andhra Pradesh,KADAPA,2014,Kharif     ,rice,42124,155648
Andhra Pradesh,KADAPA,2014,Rabi       ,cotton,1246,2088
Andhra Pradesh,KADAPA,2014,Rabi       ,maize,2945,19243
Andhra Pradesh,KADAPA,2014,Rabi       ,papaya,729,78084
Andhra Pradesh,KADAPA,2014,Rabi       ,rice,3761,10189
Andhra Pradesh,KADAPA,2014,Whole Year ,coconut ,121,1014000
Andhra Pradesh,KADAPA,2014,Whole Year ,rice,45885,165837
Andhra Pradesh,KRISHNA,1997,Kharif     ,cotton,26400,63300
Andhra Pradesh,KRISHNA,1997,Kharif     ,maize,5900,10500
Andhra Pradesh,KRISHNA,1997,Kharif     ,rice,257900,699400
Andhra Pradesh,KRISHNA,1997,Rabi       ,maize,2200,8200
Andhra Pradesh,KRISHNA,1997,Rabi       ,rice,116300,393500
Andhra Pradesh,KRISHNA,1998,Kharif     ,cotton,41300,32500
Andhra Pradesh,KRISHNA,1998,Kharif     ,maize,3000,6200
Andhra Pradesh,KRISHNA,1998,Kharif     ,rice,280800,759900
Andhra Pradesh,KRISHNA,1998,Rabi       ,maize,1700,8600
Andhra Pradesh,KRISHNA,1998,Rabi       ,rice,134500,491200
Andhra Pradesh,KRISHNA,1999,Kharif     ,cotton,31696,52392
Andhra Pradesh,KRISHNA,1999,Kharif     ,maize,5147,14623
Andhra Pradesh,KRISHNA,1999,Kharif     ,rice,278415,834490
Andhra Pradesh,KRISHNA,1999,Rabi       ,maize,2301,11139
Andhra Pradesh,KRISHNA,1999,Rabi       ,rice,127888,457596
Andhra Pradesh,KRISHNA,2000,Kharif     ,cotton,29437,64069
Andhra Pradesh,KRISHNA,2000,Kharif     ,maize,7375,19205
Andhra Pradesh,KRISHNA,2000,Kharif     ,rice,281343,868787
Andhra Pradesh,KRISHNA,2000,Rabi       ,maize,3009,16200
Andhra Pradesh,KRISHNA,2000,Rabi       ,rice,112917,408308
Andhra Pradesh,KRISHNA,2000,Whole Year ,banana,1363,26208
Andhra Pradesh,KRISHNA,2000,Whole Year ,coconut ,1520,16273950
Andhra Pradesh,KRISHNA,2001,Kharif     ,cotton,35374,77615
Andhra Pradesh,KRISHNA,2001,Kharif     ,maize,4512,12061
Andhra Pradesh,KRISHNA,2001,Kharif     ,rice,245114,714507
Andhra Pradesh,KRISHNA,2001,Rabi       ,maize,2707,17522
Andhra Pradesh,KRISHNA,2001,Rabi       ,rice,98472,358635
Andhra Pradesh,KRISHNA,2001,Whole Year ,banana,1556,3946
Andhra Pradesh,KRISHNA,2001,Whole Year ,coconut ,1789,19782864
